Mouse	Human
Tas2r119	[TAS2R1]
Igkv13-85	[IGKV1-27, IGKV1-33, IGKV1D-33]
Upk1a	[UPK1A]
Igkv13-84	[IGKV1-27, IGKV1-33, IGKV1D-33]
Tas2r118	[TAS2R16]
Upk1b	[UPK1B]
Slit1	[SLIT1]
Pde3a	[PDE3A]
BC034090	[KIAA1614]
Slit2	[SLIT2]
Ggact	[GGACT]
Slirp	[SLIRP]
Slit3	[SLIT3]
Zpld1	[ZPLD1]
Zpld2	[ZPLD2P]
Gm136	[C6orf163]
Fam184b	[FAM184B]
Pde2a	[PDE2A]
Fam184a	[FAM184A]
Tas2r110	[TAS2R14]
Tas2r113	[TAS2R14]
Tas2r115	[TAS2R14]
Tas2r114	[TAS2R10]
Tas2r129	[TAS2R14]
Oxct1	[OXCT1]
Cspg4b	[CSPG4BP]
Pde4a	[PDE4A]
Trav6-7-dv9	[TRAV9-2]
Pde4b	[PDE4B]
Prkaca	[PRKACA]
Prkacb	[PRKACB]
Qrfpr	[QRFPR]
Pcdh11x	[PCDH11Y, PCDH11X]
Fam185a	[FAM185A]
Pde3b	[PDE3B]
Tas2r120	[TAS2R50, TAS2R30, TAS2R20, TAS2R31, TAS2R43, TAS2R33, TAS2R45, TAS2R46, TAS2R36, TAS2R19]
Tas2r121	[TAS2R13]
Tas2r124	[TAS2R13]
Il7r	[IL7R]
Tas2r123	[TAS2R14]
Tas2r126	[TAS2R41]
Mysm1	[MYSM1]
Tas2r125	[TAS2R14]
Fan1	[FAN1]
Tnip3	[TNIP3]
Tnip2	[TNIP2]
Tnip1	[TNIP1]
Wtap	[WTAP]
Sgtb	[SGTB]
Sgta	[SGTA]
Pde5a	[PDE5A]
Mmachc	[MMACHC]
Czib	[CZIB]
Fam186b	[FAM186B]
Fam186a	[FAM186A]
Pde4c	[PDE4C]
Pde4d	[PDE4D]
Ltbr	[LTBR]
Tas2r106	[TAS2R10]
Ate1	[ATE1]
Tas2r105	[TAS2R10]
Tas2r108	[TAS2R4]
Snrpd2	[SNRPD2]
Snrpd1	[SNRPD1]
Tas2r107	[TAS2R10]
Lasp1	[LASP1]
Tas2r109	[TAS2R14]
Lmx1a	[LMX1A]
Pde6c	[PDE6C]
Tmem63c	[TMEM63C]
Pde6d	[PDE6D]
Tmem63b	[TMEM63B]
Pde6a	[PDE6A]
Lmx1b	[LMX1B]
Pde6b	[PDE6B]
Snrpd3	[SNRPD3]
Tmem63a	[TMEM63A]
Sgsh	[SGSH]
Fam187a	[FAM187A]
Prkab2	[PRKAB2]
Fam187b	[FAM187B]
Prkab1	[PRKAB1]
Tas2r102	[TAS2R13]
Tas2r104	[TAS2R10]
Il9r	[IL9R]
Tas2r103	[TAS2R14]
Atf2	[ATF2]
Atf1	[ATF1]
Unc50	[UNC50]
Prkd3	[PRKD3]
Las1l	[LAS1L]
Slc38a11	[SLC38A11]
Slc38a10	[SLC38A10]
Prkd1	[PRKD1]
Mbnl3	[MBNL3]
Prkd2	[PRKD2]
Catsperg2	[CATSPERG]
Catsperg1	[CATSPERG]
Frem3	[FREM3]
Frem2	[FREM2]
Frem1	[FREM1]
Psmb11	[PSMB11]
Pex11a	[PEX11A]
Pex11b	[PEX11B]
C3ar1	[C3AR1]
Psmb10	[PSMB10]
Atg3	[ATG3]
Cldn24	[CLDN24]
Cldn23	[CLDN23]
Daam2	[DAAM2]
Trav14d-3-dv8	[TRAV23DV6]
Daam1	[DAAM1]
Cldn25	[CLDN25]
Cldn20	[CLDN20]
Cldn22	[CLDN22]
Prkcq	[PRKCQ]
Cldn34a	[CLDN34]
Pex11g	[PEX11G]
Zmynd8	[ZMYND8]
Cldn34d	[CLDN34]
Eif5a2	[EIF5A2]
Prkcg	[PRKCG]
Prkch	[PRKCH]
Prkci	[PRKCI]
Prkcb	[PRKCB]
Mbnl2	[MBNL2]
Mbnl1	[MBNL1]
Prkcd	[PRKCD]
Prkce	[PRKCE]
Far2	[FAR2]
Pkd2l2	[PKD2L2]
Pkd2l1	[PKD2L1]
Atf7	[ATF7]
Prkca	[PRKCA]
Far1	[FAR1]
Atf6	[ATF6]
Atf5	[ATF5]
Atf4	[ATF4]
Atf3	[ATF3]
Cldn13	[CLDN4]
Tas2r139	[TAS2R39]
Cldn12	[CLDN12]
Tas2r138	[TAS2R38]
Cldn15	[CLDN15]
Adgra1	[ADGRA1]
Adgra2	[ADGRA2]
Cldn14	[CLDN14]
Cldn11	[CLDN11]
Cldn10	[CLDN10]
Pitpnb	[PITPNB]
Pitpna	[PITPNA]
Cldn17	[CLDN17]
Cldn16	[CLDN16]
Cldn19	[CLDN19]
Cldn18	[CLDN18]
Prkdc	[PRKDC]
Fasl	[FASLG]
Fasn	[FASN]
Tas2r131	[TAS2R42]
Tas2r130	[TAS2R7]
Or1p1c	[OR1P1]
Tas2r135	[TAS2R60]
Prkcz	[PRKCZ]
Atg7	[ATG7]
Atg5	[ATG5]
Tas2r137	[TAS2R3]
Slc26a10	[SLC26A10P]
Tas2r136	[TAS2R31]
Slc26a11	[SLC26A11]
Tbc1d1	[TBC1D1]
Adgrb1	[ADGRB1]
Mov10	[MOV10]
Adgrb2	[ADGRB2]
Adgrb3	[ADGRB3]
Tbc1d2	[TBC1D2]
Tbc1d5	[TBC1D5]
Tbc1d4	[TBC1D4]
Tbc1d7	[TBC1D7]
Prkg2	[PRKG2]
Prkg1	[PRKG1]
Izumo4	[IZUMO4]
Wdsub1	[WDSUB1]
Izumo3	[IZUMO3]
Izumo2	[IZUMO2]
Izumo1	[IZUMO1]
Tas2r140	[TAS2R14]
Tbc1d9	[TBC1D9]
Fat2	[FAT2]
Fat1	[FAT1]
Tbc1d8	[TBC1D8]
Tas2r144	[TAS2R40]
Fat4	[FAT4]
Fat3	[FAT3]
Adgra3	[ADGRA3]
Mfsd4b3-ps	[MFSD4B]
Mmp23	[MMP23B]
Mmp24	[MMP24]
Mmp25	[MMP25]
Mical1	[MICAL1]
Trbv30	[TRBV29-1]
Gm36176	[KRTAP10-3, KRTAP10-5, KRTAP10-10, KRTAP10-11, KRTAP10-9]
Mmp27	[MMP27]
Mmp28	[MMP28]
Creld1	[CRELD1]
Caprin2	[CAPRIN2]
Caprin1	[CAPRIN1]
Creld2	[CRELD2]
Mir670hg	[MIR670HG]
Trbv31	[TRBV30]
Mmp20	[MMP20]
Mmp21	[MMP21]
Mmp11	[MMP11]
Mmp12	[MMP12]
Mmp13	[MMP13]
Mmp14	[MMP14]
Mmp15	[MMP15]
Mmp16	[MMP16]
Mmp17	[MMP17]
Cyp2ab1	[CYP2AB1P]
Mmp19	[MMP19]
Atic	[ATIC]
Haspin	[HASPIN]
Taar6	[TAAR6]
Taar9	[TAAR9]
Copz2	[COPZ2]
Taar3	[TAAR3P]
Taar2	[TAAR2]
Mical3	[MICAL3]
Taar5	[TAAR5]
Taar4	[TAAR4P]
Mical2	[MICAL2]
Taar1	[TAAR1]
Afap1	[AFAP1]
Copz1	[COPZ1]
Mmp10	[MMP10]
Atl3	[ATL3]
Uncx	[UNCX]
Atl2	[ATL2]
Atl1	[ATL1]
Rnf138rt1	[RNF138]
Wtip	[WTIP]
Ung	[UNG]
Setd3	[SETD3]
Sf3a1	[SF3A1]
BC048562	[C3orf84]
Setd2	[SETD2]
Sf3a2	[SF3A2]
Trbv19	[TRBV19]
Sf3a3	[SF3A3]
Setd5	[SETD5]
Unk	[UNK]
Setd4	[SETD4]
Oxct1as	[OXCT1-AS1]
Trbv17	[TRBV15]
Setd7	[SETD7]
Setd6	[SETD6]
Tmprss13	[TMPRSS13]
Tmprss12	[TMPRSS12]
Tmprss15	[TMPRSS15]
Ostm1	[OSTM1]
Asgr2	[ASGR2]
Trbv16	[TRBV12-5]
Asgr1	[ASGR1]
Trbv15	[TRBV12-3, TRBV12-4]
Trbv14	[TRBV11-1, TRBV11-2, TRBV11-3]
Smim40-ps	[SMIM40]
Sf3b1	[SF3B1]
Sf3b2	[SF3B2]
Sf3b3	[SF3B3]
Sf3b4	[SF3B4]
Trbv29	[TRBV28]
Sf3b5	[SF3B5]
Sf3b6	[SF3B6]
Trbv23	[TRBV23-1]
Trbv20	[TRBV20-1, TRBV20OR9-2]
Trbv26	[TRBV23-1]
Uox	[UOX]
Adgrg5	[ADGRG5]
Adgrg6	[ADGRG6]
Adgrg7	[ADGRG7]
Rps6kl1	[RPS6KL1]
Adgrg1	[ADGRG1]
Adgrg2	[ADGRG2]
Adgrg3	[ADGRG3]
Adgrg4	[ADGRG4]
Atn1	[ATN1]
Map3k9	[MAP3K9]
Ppef2	[PPEF2]
Map3k8	[MAP3K8]
Ppef1	[PPEF1]
Rangrf	[RANGRF]
Map3k7	[MAP3K7]
Map3k6	[MAP3K6]
Map3k5	[MAP3K5]
Map3k4	[MAP3K4]
Ltn1	[LTN1]
Zcchc9	[ZCCHC9]
Unc5cl	[UNC5CL]
Zcchc8	[ZCCHC8]
Zcchc7	[ZCCHC7]
Zfc3h1	[ZFC3H1]
Scnm1	[SCNM1]
Ccdc74a	[CCDC74B, CCDC74A]
Faxc	[FAXC]
Amotl2	[AMOTL2]
Zcchc2	[ZCCHC2]
Amotl1	[AMOTL1]
Zcchc4	[ZCCHC4]
Zcchc3	[ZCCHC3]
2510002D24Rik	[C22orf39]
Map3k3	[MAP3K3]
Map3k2	[MAP3K2]
Map3k1	[MAP3K1]
Coprs	[COPRS]
Shc4	[SHC4]
Shc3	[SHC3]
Shc2	[SHC2]
Shc1	[SHC1]
Apoc2l	[APOC2]
Shbg	[SHBG]
Cops3	[COPS3]
Fbxl8	[FBXL8]
Pigbos1	[PIGBOS1]
Cops4	[COPS4]
Fbxl9	[FBXL9P]
Cops5	[COPS5]
Cops6	[COPS6]
Synj1	[SYNJ1]
Cops2	[COPS2]
Fbxl2	[FBXL2]
Fbxl3	[FBXL3]
Nop16	[NOP16]
Fbxl4	[FBXL4]
Fbxl5	[FBXL5]
Cops8	[COPS8]
Nop14	[NOP14]
Cops9	[COPS9]
Fbxl6	[FBXL6]
Fbxl7	[FBXL7]
Ints13	[INTS13]
Mmp1a	[MMP1]
Nop10	[NOP10]
Hhat	[HHAT]
Ints14	[INTS14]
Ocel1	[OCEL1]
Mmp1b	[MMP1]
Ints11	[INTS11]
Ints12	[INTS12]
Ints10	[INTS10]
Ust	[UST]
Synj2	[SYNJ2]
Ints15	[INTS15]
Slc46a1	[SLC46A1]
Slc46a2	[SLC46A2]
Slc46a3	[SLC46A3]
Ccdc71l	[CCDC71L]
Cdr2l	[CDR2L]
Smarcb1	[SMARCB1]
Uty	[UTY]
Frey1	[FREY1]
D630023F18Rik	[C2orf80]
Unc80	[UNC80]
Adgrd1	[ADGRD1]
Trav8n-2	[TRAV17]
Tkfc	[TKFC]
Fbxo2	[FBXO2]
Smarca2	[SMARCA2]
Smarca1	[SMARCA1]
Smarca4	[SMARCA4]
Syce1l	[SYCE1L]
Smarca5	[SMARCA5]
Glod5	[GLOD5]
Glod4	[GLOD4]
Adgre4	[ADGRE4P]
Adgre5	[ADGRE2, ADGRE5]
Atrx	[ATRX]
Adgre1	[ADGRE1]
Dnase1l2	[DNASE1L2]
Fbxo3	[FBXO3]
Catspere2	[CATSPERE]
Dnase1l3	[DNASE1L3]
Fbxo4	[FBXO4]
Catspere1	[CATSPERE]
Fbxo5	[FBXO5]
Dnase1l1	[DNASE1L1]
Fbxo6	[FBXO6]
Fbxo7	[FBXO7]
Fbxo8	[FBXO8]
Potefam1	[POTEM, POTEB2, POTEH, POTEB3, POTEI, POTED, POTEE, POTEF, POTEG, POTEA, POTEB, POTEC]
Unc79	[UNC79]
Fbxo9	[FBXO9]
Atrn	[ATRN]
Megf10	[MEGF10]
Potefam2	[POTEM, POTEB2, POTEH, POTEB3, POTED, POTEG, POTEA, POTEB, POTEC]
Megf11	[MEGF11]
Smarcd1	[SMARCD1]
Ifrd1	[IFRD1]
Smarcd3	[SMARCD3]
Smarcd2	[SMARCD2]
Ifrd2	[IFRD2]
Cnrip1	[CNRIP1]
Syne3	[SYNE3]
Shfl	[SHFL]
Sel1l3	[SEL1L3]
Reck	[RECK]
Syne4	[SYNE4]
Syne1	[SYNE1]
1700020A23Rik	[C20orf141]
Sel1l2	[SEL1L2]
Syne2	[SYNE2]
Adgrf4	[ADGRF4]
Adgrf5	[ADGRF5]
Adgrf1	[ADGRF1]
Adgrf2	[ADGRF2]
Adgrf3	[ADGRF3]
Tmem161a	[TMEM161A]
Nop58	[NOP58]
Tmem161b	[TMEM161B]
Rec8	[REC8]
Nop56	[NOP56]
Bmpr2	[BMPR2]
Hhex	[HHEX]
Unkl	[UNKL]
Nop53	[NOP53]
Mir219a-2	[MIR219A2]
Unc5b	[UNC5B]
Smarcc2	[SMARCC2]
Mir219a-1	[MIR219A1]
Smarcc1	[SMARCC1]
Unc5a	[UNC5A]
Unc5d	[UNC5D]
Unc5c	[UNC5C]
Peg13	[PEG13]
Peg12	[FRAT1]
Ltv1	[LTV1]
Peg10	[PEG10]
Cage1	[CAGE1]
Ptprjos1	[PTPRJ-AS1]
Dnaaf1	[DNAAF1]
Uxt	[UXT]
Dnaaf3	[DNAAF3]
Dnaaf2	[DNAAF2]
Synrg	[SYNRG]
Dhx58	[DHX58]
Dnaaf9	[DNAAF9]
Reg2	[REG1B, REG1A]
Dhx57	[DHX57]
Dnaaf8	[DNAAF8]
Reg1	[REG1B, REG1A]
Dnaaf5	[DNAAF5]
Dnaaf4	[DNAAF4]
Dnaaf6	[DNAAF6]
Slc33a1	[SLC33A1]
Spindoc	[SPINDOC]
Or51f23b	[OR51C1P]
Or8d2b	[OR8D2]
Or8d1b	[OR8D1]
Avpr2	[AVPR2]
Tent2	[TENT2]
Fam193b	[FAM193B]
Fam193a	[FAM193A]
Dhx40	[DHX40]
Mir218-2	[MIR218-2]
Or7a35	[OR7A2P, OR7A17]
Fbf1	[FBF1]
Themis3	[THEMIS3P]
Themis2	[THEMIS2]
Epsti1	[EPSTI1]
Mir218-1	[MIR218-1]
Rps6kb1	[RPS6KB1]
Rps6kb2	[RPS6KB2]
Dhx38	[DHX38]
Dhx37	[DHX37]
Dhx36	[DHX36]
N4bp1	[N4BP1]
Dhx35	[DHX35]
Dhx34	[DHX34]
N4bp2	[N4BP2]
Meikin	[MEIKIN]
Dhx33	[DHX33]
N4bp3	[N4BP3]
Dhx32	[DHX32]
Or7a37	[OR7A10, OR7A5]
Dhx30	[DHX30]
Or7a36	[OR7A10, OR7A5, OR7C1]
Synpr	[SYNPR]
Lilrb4b	[LILRB4]
Lilrb4a	[LILRB4]
Hhip	[HHIP]
Reg4	[REG4]
Synpo	[SYNPO]
Rtel1	[RTEL1]
Cyp2c65	[CYP2C9, CYP2C8]
Dhx29	[DHX29]
Faxdc2	[FAXDC2]
Rps6kc1	[RPS6KC1]
Spats1	[SPATS1]
Spats2	[SPATS2]
Cyp2c66	[CYP2C9, CYP2C8]
2700062C07Rik	[C18orf21]
Rap2b	[RAP2B]
Rap2a	[RAP2A]
Rap2c	[RAP2C]
Fbh1	[FBH1]
Spata31f3	[SPATA31F3]
Tmed8	[TMED8]
Tmed9	[TMED9]
Cyp2c55	[CYP2C18]
Dhx16	[DHX16]
Dhx15	[DHX15]
Cyp2c50	[CYP2C9, CYP2C8, CYP2C19, CYP2C18]
Rap1a	[RAP1A]
Klk1b9	[KLK1, KLK3, KLK2]
Recql5	[RECQL5]
Recql4	[RECQL4]
2310057N15Rik	[KRTAP13-2, KRTAP13-4, KRTAP13-3]
Rap1b	[RAP1B, RAP1BL]
Klk1b8	[KLK1, KLK3, KLK2]
Klk1b5	[KLK1, KLK3, KLK2]
Or7a41	[OR7A2P, OR7A5, OR7A17]
Klk1b3	[KLK1, KLK3, KLK2]
Or7a40	[OR7A10, OR7A2P, OR7A5, OR7A17]
Klk1b4	[KLK1, KLK3, KLK2]
Adgrl2	[ADGRL2]
Klk1b1	[KLK1, KLK3, KLK2]
Adgrl3	[ADGRL3]
Adgrl4	[ADGRL4]
Adgrl1	[ADGRL1]
Fbxw4	[FBXW4]
Fbxw5	[FBXW5]
Fbxw7	[FBXW7]
Fbxw8	[FBXW8]
Fbxw9	[FBXW9]
Nr4a3	[NR4A3]
Nr4a2	[NR4A2]
Fbxw2	[FBXW2]
Nr4a1	[NR4A1]
Slc20a2	[SLC20A2]
Zfp24	[ZNF24]
Slc20a1	[SLC20A1]
Stk11ip	[STK11IP]
Mfap1a	[MFAP1]
Mfap1b	[MFAP1]
Zfp26	[ZNF778, ZNF544]
Zfp27	[ZNF585B, ZNF585A]
Cyp2c38	[CYP2C9, CYP2C8, CYP2C19, CYP2C18]
Zfp28	[ZFP28]
Cyp2c39	[CYP2C9, CYP2C8, CYP2C19, CYP2C18]
Rem1	[REM1]
Cyp2c37	[CYP2C9, CYP2C8, CYP2C19, CYP2C18]
Dtymk	[DTYMK]
Mre11a	[MRE11]
Zc3hav1	[ZC3HAV1]
Rem2	[REM2]
Zfp11	[ZNF493, ZNF546]
Zfp12	[ZNF12]
Zfp13	[ZNF205]
Zfp14	[ZFP14]
Prkra	[PRKRA]
Styx-ps	[STYX]
Tmed2	[TMED2]
Tmed3	[TMED3]
Copg1	[COPG1]
Spata31e1	[SPATA31E1]
Copg2	[COPG2]
Tenm4	[TENM4]
Tmed1	[TMED1]
Tenm3	[TENM3]
Cyp2c29	[CYP2C9, CYP2C8, CYP2C19, CYP2C18]
Cd200r2	[CD200R1, CD200R1L]
Tmed6	[TMED6]
Tmed7	[TMED7-TICAM2, TMED7]
Tenm2	[TENM2]
Cd200r1	[CD200R1, CD200R1L]
Tmed4	[TMED4]
Cd200r4	[CD200R1, CD200R1L]
Tenm1	[TENM1]
Tmed5	[TMED5]
Cd200r3	[CD200R1, CD200R1L]
Cyp2c23	[CYP2C23P]
Polr1has	[POLR1HASP]
Papss2	[PAPSS2]
Papss1	[PAPSS1]
Cdpf1	[CDPF1]
Bmper	[BMPER]
Zmat5	[ZMAT5]
Zmat4	[ZMAT4]
Zmat3	[ZMAT3]
Zmat2	[ZMAT2]
Zmat1	[ZMAT1]
Nrxn1	[NRXN1]
Shpk	[SHPK]
Nrxn2	[NRXN2]
Nrxn3	[NRXN3]
Myrfl	[MYRFL]
Gen1	[GEN1]
Mfhas1	[MFHAS1]
Avpi1	[AVPI1]
Rela	[RELA]
Relb	[RELB]
Ren1	[REN]
Ren2	[REN]
Shq1	[SHQ1]
Trub2	[TRUB2]
Reln	[RELN]
Trub1	[TRUB1]
Relt	[RELT]
Vcl	[VCL]
Fbn2	[FBN2]
Vcp	[VCP]
4930444P10Rik	[C8orf89]
Or9g19	[OR9G9, OR9G1]
Svep1	[SVEP1]
Ift20	[IFT20]
Ift22	[IFT22]
Vdr	[VDR]
Ift27	[IFT27]
Cryl1	[CRYL1]
Ift25	[IFT25]
Cpsf4	[CPSF4]
Cpsf6	[CPSF6]
Cpsf7	[CPSF7]
Cpsf1	[CPSF1]
Cpsf2	[CPSF2]
Cpsf3	[CPSF3]
Bambi	[BAMBI]
Mxd1	[MXD1]
Mxd3	[MXD3]
Fbn1	[FBN1]
Ccdc9b	[CCDC9B]
Oplah	[OPLAH]
Mxd4	[MXD4]
Ift52	[IFT52]
Tmem9	[TMEM9]
Eif4e2	[EIF4E2]
Gm36210	[C19orf85]
Mmadhc	[MMADHC]
Ift56	[IFT56]
Ift57	[IFT57]
Copb2	[COPB2]
Ankrd34b	[ANKRD34B]
Ankrd34a	[ANKRD34A]
Copb1	[COPB1]
Ankrd34c	[ANKRD34C]
Get1	[GET1]
Get3	[GET3]
Get4	[GET4]
Ccdc91	[CCDC91]
Larp1	[LARP1]
Ift43	[IFT43]
1810055G02Rik	[C11orf24]
Ccdc96	[CCDC96]
Ccdc97	[CCDC97]
Ift46	[IFT46]
Ccdc92	[CCDC92]
Ccdc93	[CCDC93]
Rps6ka3	[RPS6KA3]
Rps6ka4	[RPS6KA4]
Pira1	[LILRB3]
Rnf144a	[RNF144A]
Rps6ka5	[RPS6KA5]
Pira2	[LILRA6, LILRA1, LILRA2, LILRB3, LILRA3, LILRA4]
Rnf144b	[RNF144B]
Rps6ka6	[RPS6KA6]
Rer1	[RER1]
Vgf	[VGF]
Rps6ka1	[RPS6KA1]
Ccdc89	[CCDC89]
Pira6	[LILRB3]
Ankrd33b	[ANKRD33B]
Rps6ka2	[RPS6KA2]
Myrip	[MYRIP]
Micos10	[MICOS10]
Acyp1	[ACYP1]
Col20a1	[COL20A1]
Acyp2	[ACYP2]
Fbp1	[FBP1]
Ccdc7b	[CCDC7]
Micos13	[MICOS13]
Fbp2	[FBP2]
Ccdc7a	[CCDC7]
Or9g20	[OR9G9, OR9G1]
Crygb	[CRYGB]
Or8d23	[OR8D1]
Ift74	[IFT74]
Ccdc80	[CCDC80]
Cryga	[CRYGA]
Crygd	[CRYGD]
Crygc	[CRYGC]
Eif4g2	[EIF4G2]
Ccdc87	[CCDC87]
Tmem74b	[TMEM74B]
Eif4g1	[EIF4G1]
Eif4g3	[EIF4G3]
Ccdc86	[CCDC86]
Crygf	[CRYGD]
Ccdc83	[CCDC83]
Cryge	[CRYGD]
Fsip1	[FSIP1]
Minar1	[MINAR1]
Ccdc81	[CCDC81]
Fsip2	[FSIP2]
Mir873a	[MIR873]
Ccdc82	[CCDC82]
Minar2	[MINAR2]
Or9g4b	[OR9G4]
Dnase2b	[DNASE2B]
Dnase2a	[DNASE2]
Rest	[REST]
Crygs	[CRYGS]
Crygn	[CRYGN]
Ccdc78	[CCDC78]
Mxi1	[MXI1]
Bicra	[BICRA]
Kras	[KRAS]
Vhl	[VHLL, VHL]
Rsbn1	[RSBN1]
Rere	[RERE]
Jsrp1	[JSRP1]
Napepld	[NAPEPLD]
Fam199x	[FAM199X]
Ccdc77	[CCDC77]
Ccdc73	[CCDC73]
Rerg	[RERG]
Ccdc70	[CCDC70]
Ccdc71	[CCDC71]
Ccdc69	[CCDC69]
Adgrv1	[ADGRV1]
Eif4e3	[EIF4E3]
Ccdc68	[CCDC68]
Vim	[VIM]
Vip	[VIP]
Il17rc	[IL17RC]
Vit	[VIT]
Il17rd	[IL17RD]
Il17ra	[IL17RA]
Rbmyf1	[RBMY1B]
Il17rb	[IL17RB]
Or8k20	[OR8K5]
Or8k21	[OR8K5]
Il17re	[IL17RE]
Or8k22	[OR8K3]
Or8k24	[OR8K3]
Rbmyf7	[RBMY1B]
Or8k25	[OR8K3]
Rbmyf6	[RBMY1B]
Rbmyf9	[RBMY1B]
Or8k27	[OR8K3]
Rbmyf8	[RBMY1B]
Or8k28	[OR8K3]
Rbmyf3	[RBMY1B]
1110038F14Rik	[C8orf33]
Rbmyf2	[RBMY1B]
Rbmyf5	[RBMY1B]
Mief1	[MIEF1]
Mief2	[MIEF2]
Rev1	[REV1]
Or8k16	[OR8K5]
Retn	[RETN]
Or8k17	[OR8K5]
Or8k18	[OR8K5]
Try10	[PRSS1, PRSS3P2, PRSS2]
Map10	[MAP10]
Fbrs	[FBRS]
Sap30bp	[SAP30BP]
Or8k40	[OR8K3]
Or8k41	[OR8K3]
Lurap1l	[LURAP1L]
A1bg	[A1BG]
Taf9b	[TAF9B]
Or8k30	[OR8K3]
Dchs2	[DCHS2]
Or8k32	[OR8K3]
Pdcd11	[PDCD11]
Mir125b-1	[MIR125B1]
Or8k33	[OR8K3]
Pdcd10	[PDCD10]
Mir125b-2	[MIR125B2]
Gsg1l	[GSG1L]
Or8k35	[OR8K3]
Or8k37	[OR8K3]
Dchs1	[DCHS1]
Mms19	[MMS19]
Or8k38	[OR8K3]
Rbm3-ps	[RBM3]
Rex2	[ZNF616]
Or8k39	[OR8K3]
A1cf	[A1CF]
Ephx1	[EPHX1]
Mcts2	[MCTS2]
Mcts1	[MCTS1]
Ephx2	[EPHX2]
Ephx3	[EPHX3]
Ephx4	[EPHX4]
Rwdd2b	[RWDD2B]
Rwdd2a	[RWDD2A]
Antxr2	[ANTXR2]
Antxr1	[ANTXR1]
Ikbkb	[IKBKB]
Taf7l	[TAF7L]
Stk17b	[STK17B]
Stat6	[STAT6]
Stat4	[STAT4]
Man2c1	[MAN2C1]
Ikbkg	[IKBKG]
Kri1	[KRI1]
Ikbke	[IKBKE]
Edem2	[EDEM2]
Edem1	[EDEM1]
Sacm1l	[SACM1L]
Edem3	[EDEM3]
Stau2	[STAU2]
Stau1	[STAU1]
Pdcd2l	[PDCD2L]
Glra3	[GLRA3]
Antxrl	[ANTXRL]
Glra2	[GLRA2]
Glra1	[GLRA1]
Man2b2	[MAN2B2]
Man2b1	[MAN2B1]
Ikbip	[IKBIP]
Or8k3b	[OR8K3]
Ceacam1	[PSG9, PSG8, CEACAM1, CEACAM6, PSG4, CEACAM5, PSG7, PSG6, PSG1, PSG3]
Ceacam2	[PSG9, PSG8, CEACAM1, CEACAM6, PSG4, CEACAM5, PSG7, PSG6, PSG1, PSG3]
Ceacam3	[CEACAM7]
Fhip1b	[FHIP1B]
Ceacam5	[CEACAM7]
Man2a1	[MAN2A1]
Man2a2	[MAN2A2]
Fhip1a	[FHIP1A]
Ocstamp	[OCSTAMP]
Ceacam9	[CEACAM21]
Cyp2j13	[CYP2J2]
Cyp2j11	[CYP2J2]
Cyp2j12	[CYP2J2]
Ubap2	[UBAP2]
Ubap1	[UBAP1]
Cyp4a12a	[CYP4A11, CYP4A22]
Hotair	[HOTAIR]
Cyp4a12b	[CYP4A11, CYP4A22]
Phykpl	[PHYKPL]
Glra4	[GLRA4]
Pou3f2	[POU3F2]
Pou3f1	[POU3F1]
Taf5l	[TAF5L]
Pou3f4	[POU3F4]
Pou3f3	[POU3F3]
Taf6l	[TAF6L]
Cenpc1	[CENPC]
Map1a	[MAP1A]
Fhip2a	[FHIP2A]
Map1b	[MAP1B]
Fhip2b	[FHIP2B]
Pom121l2	[POM121L2]
Map1s	[MAP1S]
Barhl1	[BARHL1]
Barhl2	[BARHL2]
Stat3	[STAT3]
Stat2	[STAT2]
Stat1	[STAT1]
Rc3h1	[RC3H1]
Rc3h2	[RC3H2]
Mien1	[MIEN1]
Zfp804b	[ZNF804B]
Aup1	[AUP1]
Zfp804a	[ZNF804A]
Hid1	[HID1]
Lurap1	[LURAP1]
Serinc4	[SERINC4]
Tle4	[TLE4]
Tle3	[TLE3]
Serinc5	[SERINC5]
Serinc2	[SERINC2]
Tle2	[TLE2]
Serinc3	[SERINC3]
Tle1	[TLE1]
Serinc1	[SERINC1]
Vrk1	[VRK1]
Vrk2	[VRK2]
Vrk3	[VRK3]
Hic1	[HIC1]
Ilf2	[ILF2]
Tle7	[TLE7]
Tle6	[TLE6]
Tle5	[TLE5]
Hic2	[HIC2]
Ilf3	[ILF3]
Nptxr	[NPTXR]
Khnyn	[KHNYN]
Opalin	[OPALIN]
Siae	[SIAE]
Slc49a3	[SLC49A3]
Slc49a4	[SLC49A4]
1700088E04Rik	[C22orf23]
Trav12n-2	[TRAV18]
Trav12n-1	[TRAV18]
Gfap	[GFAP]
Alyref	[ALYREF]
Vtn	[VTN]
Steap3	[STEAP3]
Steap4	[STEAP4]
H2bw2	[H2BW1, H2BW2]
Cyp51	[CYP51A1]
LTO1	[LTO1]
Steap1	[STEAP1B, STEAP1]
Steap2	[STEAP2]
Sox2ot	[SOX2-OT]
Ccnt2	[CCNT2]
Nptx2	[NPTX2]
Nptx1	[NPTX1]
Ccnt1	[CCNT1]
Mybbp1a	[MYBBP1A]
Sbno2	[SBNO2]
Trav12n-3	[TRAV18]
Sbno1	[SBNO1]
Slc23a1	[SLC23A1]
Mier3	[MIER3]
Slc23a4	[SLC23A4P]
Mier1	[MIER1]
Slc23a3	[SLC23A3]
Slc23a2	[SLC23A2]
Mier2	[MIER2]
Wdr83os	[WDR83OS]
Dpp10	[DPP10]
Tlk2	[TLK2]
